id,way,df1,df2,f stat,f_crit,pvalue,alpha,Reject
ANOVA,1,69,140,359.46561682355383,1.394387834344688,1.1102230246251565e-16,0.05,True


id,Test,Group 1,Group 2,Size 1,Size 2,muDiff,t stat,pvalue,tails,DF,alpha
FisherLSD,Protected,JE6 DMSO - Raji,JE6 pp1 - Raji,3,3,5.165662592631879,2.607814072530413,0.010100424076962433,2,140,0.05
,,JE6 DMSO - Raji,JE6 soq - Raji,3,3,4.253819658663454,2.1474826450515727,0.0334769161905204,,,
,,JE6 DMSO - Raji,JE6 u0126 - Raji,3,3,4.30305291617134,2.1723373813924076,0.031513690990279786,,,
,,JE6 DMSO - Raji,JE6 tpi - Raji,3,3,-0.8361539134563785,-0.4221208612082327,0.6735843282812937,,,
,,JE6 DMSO - Raji,JE6 n22 - Raji,3,3,0.6744875875273308,0.3405058288185044,0.7339860376483633,,,
,,JE6 DMSO - Raji,JE6 pv - Raji,3,3,-41.80336925578771,-21.10385892797648,0.0,,,
,,JE6 DMSO - Raji,J132 DMSO - Raji,3,3,-9.133475721417753,-4.6109102347106115,8.950461451551206e-06,,,
,,JE6 DMSO - Raji,J132 pp1 - Raji,3,3,3.6135775083017974,1.8242651565687273,0.07024429331438253,,,
,,JE6 DMSO - Raji,J132 soq - Raji,3,3,0.851725458759736,0.42998194277230195,0.6678698896664419,,,
,,JE6 DMSO - Raji,J132 u0126 - Raji,3,3,-1.5472325336918669,-0.7810991721746926,0.43606299584578667,,,
,,JE6 DMSO - Raji,J132 tpi - Raji,3,3,-10.261104733984407,-5.180178311134985,7.57140995899519e-07,,,
,,JE6 DMSO - Raji,J132 n22 - Raji,3,3,-6.854665761909877,-3.460484210079507,0.000715102412788271,,,
,,JE6 DMSO - Raji,J132 pv - Raji,3,3,-46.09042412541712,-23.268119914490807,0.0,,,
,,JE6 DMSO - Raji,J133 DMSO - Raji,3,3,-11.060902040210504,-5.583945036689871,1.1810281286273039e-07,,,
,,JE6 DMSO - Raji,J133 pp1 - Raji,3,3,2.342689708919308,1.1826748419856226,0.23894266428729005,,,
,,JE6 DMSO - Raji,J133 soq - Raji,3,3,-1.002934127849036,-0.5063175702099362,0.613430137832407,,,
,,JE6 DMSO - Raji,J133 u0126 - Raji,3,3,-3.588350162803759,-1.8115294764071526,0.07220245431444017,,,
,,JE6 DMSO - Raji,J133 tpi - Raji,3,3,-12.065768021635353,-6.09123787674191,1.0227223734560198e-08,,,
,,JE6 DMSO - Raji,J133 n22 - Raji,3,3,-9.357724542477708,-4.7241191833830705,5.558305560260379e-06,,,
,,JE6 DMSO - Raji,J133 pv - Raji,3,3,-40.825475412907316,-20.610182602979606,0.0,,,
,,JE6 DMSO - Raji,J134 DMSO - Raji,3,3,-7.91405065399728,-3.995300176138194,0.00010399420691364902,,,
,,JE6 DMSO - Raji,J134 pp1 - Raji,3,3,3.423676890591104,1.7283964283334499,0.08612191449268103,,,
,,JE6 DMSO - Raji,J134 soq - Raji,3,3,-1.279298604603639,-0.6458363945048388,0.5194424871672698,,,
,,JE6 DMSO - Raji,J134 u0126 - Raji,3,3,-4.303289858106267,-2.1724569982859228,0.03150448932127636,,,
,,JE6 DMSO - Raji,J134 tpi - Raji,3,3,-10.701826156571752,-5.402670490459328,2.7479353992276856e-07,,,
,,JE6 DMSO - Raji,J134 n22 - Raji,3,3,-7.278110179388302,-3.674254329794597,0.00033880230854088644,,,
,,JE6 DMSO - Raji,J134 pv - Raji,3,3,-82.8903153943257,-41.84604144880341,0.0,,,
,,JE6 DMSO - Raji,J135 DMSO - Raji,3,3,-5.339504712866131,-2.6955758880605343,0.007888108992489595,,,
,,JE6 DMSO - Raji,J135 pp1 - Raji,3,3,3.433130424466953,1.7331689155477226,0.08526746529441698,,,
,,JE6 DMSO - Raji,J135 soq - Raji,3,3,0.9072683244899071,0.4580219984829498,0.6476467482098665,,,
,,JE6 DMSO - Raji,J135 u0126 - Raji,3,3,-1.1712846998571367,-0.591307052764891,0.5552682315058093,,,
,,JE6 DMSO - Raji,J135 tpi - Raji,3,3,-7.144438703167794,-3.6067721141963553,0.00043039081980977834,,,
,,JE6 DMSO - Raji,J135 n22 - Raji,3,3,-4.254952985266198,-2.148054789478432,0.033430560981567936,,,
,,JE6 DMSO - Raji,J135 pv - Raji,3,3,-31.242748787787832,-15.772474197122188,0.0,,,
,,JE6 DMSO - Raji,JE6 DMSO + Raji,3,3,1.6567573972950065,0.836391300817326,0.4043601217800057,,,
,,JE6 DMSO - Raji,JE6 pp1 + Raji,3,3,5.58487006950252,2.8194452307583138,0.0055087983615722536,,,
,,JE6 DMSO - Raji,JE6 soq + Raji,3,3,3.7508260809195373,1.8935532203338246,0.060347692903715,,,
,,JE6 DMSO - Raji,JE6 u0126 + Raji,3,3,4.037283730094133,2.0381674446091433,0.04341602336106187,,,
,,JE6 DMSO - Raji,JE6 tpi + Raji,3,3,-0.9157787433180538,-0.4623183669710552,0.6445707223405401,,,
,,JE6 DMSO - Raji,JE6 n22 + Raji,3,3,2.2618904874820136,1.1418844607063214,0.25545130752144196,,,
,,JE6 DMSO - Raji,JE6 pv + Raji,3,3,-36.66717702230901,-18.510922562989688,0.0,,,
,,JE6 DMSO - Raji,J132 DMSO + Raji,3,3,-18.682857513210816,-9.43178495775668,0.0,,,
,,JE6 DMSO - Raji,J132 pp1 + Raji,3,3,3.5211840643565067,1.7776215907125767,0.07763710048651862,,,
,,JE6 DMSO - Raji,J132 soq + Raji,3,3,-13.000266076394734,-6.563006431937493,9.508851483985836e-10,,,
