id,way,df1,df2,f stat,f_crit,pvalue,alpha,Reject
ANOVA,1,14,45,157.40226510823203,1.9182485563670015,1.1102230246251565e-16,0.05,True


id,Test,Group 1,Group 2,Size 1,Size 2,muDiff,t stat,pvalue,tails,DF,alpha
FisherLSD,Protected,JE6 0m,JE6 5 m,4,4,-0.27320570465628957,-2.5793670604240093,0.013236582630929972,2,45,0.05
,,JE6 0m,JE6 15m,4,4,-0.3584929367382638,-3.384573808883893,0.001486869453123596,,,
,,JE6 0m,J132 0m,4,4,-0.35634679827813137,-3.3643118642874614,0.0015766239876018329,,,
,,JE6 0m,J133 0m,4,4,0.11303039134714644,1.06713316485997,0.2916034727685459,,,
,,JE6 0m,J134 0m,4,4,0.17752778441993333,1.6760606079543992,0.10066174691428387,,,
,,JE6 0m,J135 0m,4,4,0.9819791699950594,9.270980370978336,5.271783010130093e-12,,,
,,JE6 5 m,JE6 15m,4,4,-0.08528723208197425,-0.8052067484598835,0.4249346148160522,,,
,,JE6 5 m,J132 5 m,4,4,-2.4089807532299066,-22.743469474379417,0.0,,,
,,JE6 5 m,J133 5 m,4,4,-0.9316277434220201,-8.795606654637945,2.468514281872558e-11,,,
,,JE6 5 m,J134 5 m,4,4,-1.2579037224539193,-11.876016391986747,1.7763568394002505e-15,,,
,,JE6 5 m,J135 5 m,4,4,-0.7568426028588979,-7.145439668603457,6.2043505888453865e-09,,,
,,JE6 15m,J132 15m,4,4,-1.7337656881553936,-16.36868495168311,0.0,,,
,,JE6 15m,J133 15m,4,4,-0.17050873194432736,-1.6097929113345846,0.1144367513509208,,,
,,JE6 15m,J134 15m,4,4,-0.43828059089262406,-4.137858397919731,0.0001514883875812778,,,
,,JE6 15m,J135 15m,4,4,0.17806093625122968,1.6810941568459956,0.09967372402477181,,,
,,J132 0m,J132 5 m,4,4,-2.325839659608065,-21.958524670515963,0.0,,,
,,J132 0m,J132 15m,4,4,-1.735911826615526,-16.388946896279542,0.0,,,
,,J132 0m,J133 0m,4,4,0.4693771896252778,4.431445029147431,5.9405862271377785e-05,,,
,,J132 0m,J134 0m,4,4,0.5338745826980646,5.04037247224186,8.041023229266031e-06,,,
,,J132 0m,J135 0m,4,4,1.3383259682731907,12.635292235265796,2.220446049250313e-16,,,
,,J132 5 m,J132 15m,4,4,0.5899278329925388,5.569577774236423,1.3533389777720117e-06,,,
,,J132 5 m,J133 5 m,4,4,1.4773530098078864,13.947862819741472,0.0,,,
,,J132 5 m,J134 5 m,4,4,1.1510770307759872,10.867453082392668,3.597122599785507e-14,,,
,,J132 5 m,J135 5 m,4,4,1.6521381503710089,15.598029805775962,0.0,,,
,,J132 15m,J133 15m,4,4,1.5632569562110663,14.758892040348526,0.0,,,
,,J132 15m,J134 15m,4,4,1.2954850972627696,12.23082655376338,6.661338147750939e-16,,,
,,J132 15m,J135 15m,4,4,1.9118266244066233,18.049779108529105,0.0,,,
,,J133 0m,J133 5 m,4,4,-1.3178638394254563,-12.442106879921925,4.440892098500626e-16,,,
,,J133 0m,J133 15m,4,4,-0.6420320600297376,-6.0614998850784465,2.530262213085166e-07,,,
,,J133 0m,J134 0m,4,4,0.0644973930727869,0.6089274430944293,0.5456344945955374,,,
,,J133 0m,J135 0m,4,4,0.8689487786479129,8.203847206118365,1.744151489901924e-10,,,
,,J133 5 m,J133 15m,4,4,0.6758317793957186,6.380606994843477,8.486202562885126e-08,,,
,,J133 5 m,J134 5 m,4,4,-0.3262759790318992,-3.080409737348803,0.0035194700968443904,,,
,,J133 5 m,J135 5 m,4,4,0.17478514056312233,1.650166986034489,0.10587256356801333,,,
,,J133 15m,J134 15m,4,4,-0.2677718589482967,-2.5280654865851466,0.015048059389205282,,,
,,J133 15m,J135 15m,4,4,0.348569668195557,3.29088706818058,0.0019469751193363916,,,
,,J134 0m,J134 5 m,4,4,-1.7086372115301423,-16.131444060365155,0.0,,,
,,J134 0m,J134 15m,4,4,-0.9743013120508213,-9.198492814758023,6.660005880121389e-12,,,
,,J134 0m,J135 0m,4,4,0.8044513855751261,7.5949197630239365,1.3482988059365653e-09,,,
,,J134 5 m,J134 15m,4,4,0.7343358994793211,6.932951245607133,1.2812291450003954e-08,,,
,,J134 5 m,J135 5 m,4,4,0.5010611195950215,4.730576723383292,2.243151468261928e-05,,,
,,J134 15m,J135 15m,4,4,0.6163415271438537,5.818952554765726,5.793475752469135e-07,,,
,,J135 0m,J135 5 m,4,4,-2.0120274775102467,-18.9957871000058,0.0,,,
,,J135 0m,J135 15m,4,4,-1.1624111704820934,-10.974460023016231,2.6201263381153694e-14,,,
,,J135 5 m,J135 15m,4,4,0.8496163070281533,8.021327076989568,3.209383869773319e-10,,,


id,Test,Group 1,Group 2,Size 1,Size 2,muDiff,t stat,pvalue,tails,DF,alpha,Reject
Holm-Sidak,Protected,JE6 0m,JE6 5 m,4,4,-0.27320570465628957,-2.5793670604240093,0.11301277828206724,2,45,0.05,False
,,JE6 0m,JE6 15m,4,4,-0.3584929367382638,-3.384573808883893,0.019157798627957412,,,,True
,,JE6 0m,J132 0m,4,4,-0.35634679827813137,-3.3643118642874614,0.019157798627957412,,,,True
,,JE6 0m,J133 0m,4,4,0.11303039134714644,1.06713316485997,0.6445084594945223,,,,False
,,JE6 0m,J134 0m,4,4,0.17752778441993333,1.6760606079543992,0.5204880041028158,,,,False
,,JE6 0m,J135 0m,4,4,0.9819791699950594,9.270980370978336,1.528817072937727e-10,,,,True
,,JE6 5 m,JE6 15m,4,4,-0.08528723208197425,-0.8052067484598835,0.6692998027632378,,,,False
,,JE6 5 m,J132 5 m,4,4,-2.4089807532299066,-22.743469474379417,0.0,,,,True
,,JE6 5 m,J133 5 m,4,4,-0.9316277434220201,-8.795606654637945,6.664988561055907e-10,,,,True
,,JE6 5 m,J134 5 m,4,4,-1.2579037224539193,-11.876016391986747,5.684341886080802e-14,,,,True
,,JE6 5 m,J135 5 m,4,4,-0.7568426028588979,-7.145439668603457,1.4270005377348127e-07,,,,True
,,JE6 15m,J132 15m,4,4,-1.7337656881553936,-16.36868495168311,0.0,,,,True
,,JE6 15m,J133 15m,4,4,-0.17050873194432736,-1.6097929113345846,0.5204880041028158,,,,False
,,JE6 15m,J134 15m,4,4,-0.43828059089262406,-4.137858397919731,0.002118750356471577,,,,True
,,JE6 15m,J135 15m,4,4,0.17806093625122968,1.6810941568459956,0.5204880041028158,,,,False
,,J132 0m,J132 5 m,4,4,-2.325839659608065,-21.958524670515963,0.0,,,,True
,,J132 0m,J132 15m,4,4,-1.735911826615526,-16.388946896279542,0.0,,,,True
,,J132 0m,J133 0m,4,4,0.4693771896252778,4.431445029147431,0.0008907174785133254,,,,True
,,J132 0m,J134 0m,4,4,0.5338745826980646,5.04037247224186,0.00013668860175564124,,,,True
,,J132 0m,J135 0m,4,4,1.3383259682731907,12.635292235265796,7.771561172376096e-15,,,,True
,,J132 5 m,J132 15m,4,4,0.5899278329925388,5.569577774236423,2.435982137838355e-05,,,,True
,,J132 5 m,J133 5 m,4,4,1.4773530098078864,13.947862819741472,0.0,,,,True
,,J132 5 m,J134 5 m,4,4,1.1510770307759872,10.867453082392668,1.0791367799356522e-12,,,,True
,,J132 5 m,J135 5 m,4,4,1.6521381503710089,15.598029805775962,0.0,,,,True
,,J132 15m,J133 15m,4,4,1.5632569562110663,14.758892040348526,0.0,,,,True
,,J132 15m,J134 15m,4,4,1.2954850972627696,12.23082655376338,2.19824158875781e-14,,,,True
,,J132 15m,J135 15m,4,4,1.9118266244066233,18.049779108529105,0.0,,,,True
,,J133 0m,J133 5 m,4,4,-1.3178638394254563,-12.442106879921925,1.509903313490213e-14,,,,True
,,J133 0m,J133 15m,4,4,-0.6420320600297376,-6.0614998850784465,5.060512262011763e-06,,,,True
,,J133 0m,J134 0m,4,4,0.0644973930727869,0.6089274430944293,0.6692998027632378,,,,False
,,J133 0m,J135 0m,4,4,0.8689487786479129,8.203847206118365,4.534793873745002e-09,,,,True
,,J133 5 m,J133 15m,4,4,0.6758317793957186,6.380606994843477,1.7821010258600722e-06,,,,True
,,J133 5 m,J134 5 m,4,4,-0.3262759790318992,-3.080409737348803,0.034642500086253136,,,,True
,,J133 5 m,J135 5 m,4,4,0.17478514056312233,1.650166986034489,0.5204880041028158,,,,False
,,J133 15m,J134 15m,4,4,-0.2677718589482967,-2.5280654865851466,0.11423131652859919,,,,False
,,J133 15m,J135 15m,4,4,0.348569668195557,3.29088706818058,0.021209450186982393,,,,True
,,J134 0m,J134 5 m,4,4,-1.7086372115301423,-16.131444060365155,0.0,,,,True
,,J134 0m,J134 15m,4,4,-0.9743013120508213,-9.198492814758023,1.864801646433989e-10,,,,True
,,J134 0m,J135 0m,4,4,0.8044513855751261,7.5949197630239365,3.2359170787366054e-08,,,,True
,,J134 5 m,J134 15m,4,4,0.7343358994793211,6.932951245607133,2.8187037393045955e-07,,,,True
,,J134 5 m,J135 5 m,4,4,0.5010611195950215,4.730576723383292,0.00035884386050000217,,,,True
,,J134 15m,J135 15m,4,4,0.6163415271438537,5.818952554765726,1.100754653482472e-05,,,,True
,,J135 0m,J135 5 m,4,4,-2.0120274775102467,-18.9957871000058,0.0,,,,True
,,J135 0m,J135 15m,4,4,-1.1624111704820934,-10.974460023016231,8.122391648157645e-13,,,,True
,,J135 5 m,J135 15m,4,4,0.8496163070281533,8.021327076989568,8.023459674433298e-09,,,,True


